Question,Generated Answer,Correct Answer,Evaluation
Which attack group uses a utility called SOUNDWAVE for capturing microphone input?,A,A,Correct
How does the Crimson malware perform audio surveillance?,D,D,Correct
Which data source and component should be monitored to detect API calls related to leveraging peripheral devices for audio capture?,B,B,Correct
Which command could be used on macOS to create a local account as described under MITRE ATT&CK technique T1136.001?,A,A,Correct
Which MITRE ATT&CK technique name corresponds to the ID T1136.001?,A,B,Incorrect
"Which adversary group is known for creating or enabling accounts, such as support_388945a0, according to MITRE ATT&CK technique T1136.001?",D,B,Incorrect
What mitigation is recommended by MITRE ATT&CK to limit account creation activities associated with technique T1136.001?,C,C,Correct
Which adversary group has been documented to create MS-SQL local accounts in a compromised network as per MITRE ATT&CK technique T1136.001?,D,D,Correct
"In a Kubernetes environment, what mechanism could an adversary use to ensure containers are deployed on all nodes persistently? (MITRE ATT&CK: T1543.005 - Create or Modify System Process: Container Service)",C,C,Correct
"According to MITRE ATT&CK's T1543.005 technique, which container-related tool when run in rootful mode, poses a risk of privilege escalation on the host? (MITRE ATT&CK: T1543.005 - Create or Modify System Process: Container Service)",C,C,Correct
"To mitigate MITRE ATT&CK's T1543.005 technique, which mitigation strategy involves controlling user access to container deployment utilities? (MITRE ATT&CK: T1543.005 - Create or Modify System Process: Container Service)",C,C,Correct
"Adversaries using the technique T1543.003 ""Create or Modify System Process: Windows Service"" may leverage which method for privilege escalation?",D,D,Correct
"During the 2016 Ukraine Electric Power Attack, which specific method did the adversaries use to achieve persistence?",A,A,Correct
Which tool mentioned can create a new service for persistence according to MITRE ATT&CK technique T1543.003?,C,D,Incorrect
"For detecting the use of malicious Windows services, which data component should analysts primarily monitor according to the provided document?",A,A,Correct
Which mitigation technique involves 'Enforcing registration and execution of only legitimately signed service drivers'?,C,C,Correct
"Considering the '2016 Ukraine Electric Power Attack' example, which malware was specifically mentioned to use arbitrary system service for persistence?",A,A,Correct
Which directive within a .service file is executed when a service starts manually by systemctl?,C,C,Correct
"During the 2022 Ukraine Electric Power Attack, which configuration was used to run GOGETTER when the system begins accepting user logins?",A,A,Correct
Which malware is known to use systemd for maintaining persistence specifically if it is running as root?,A,C,Incorrect
Which data source would be used to audit the creation and modification events within systemd directories to detect suspicious activity?,C,C,Correct
"Under which tactic does the MITRE ATT&CK technique T1543.002, Create or Modify System Process: Systemd Service, fall?",A,A,Correct
Which MITRE ATT&CK technique ID describes the use of symbolic links in systemd directories to achieve persistence and elevate privileges?,B,C,Incorrect
Which tactics do adversaries generally achieve by creating or modifying Launch Agents according to MITRE ATT&CK technique T1543.001?,A,A,Correct
What key in a plist file specifies that a Launch Agent should execute at user login every time according to MITRE technique T1543.001?,B,B,Correct
Which of the following detection strategies might help in identifying suspicious Launch Agent activity per MITRE technique T1543.001?,A,A,Correct
Which of the following adversaries is known for using a Launch Agent named com.apple.GrowlHelper.plist with the RunAtLoad key to gain persistence?,A,B,Incorrect
"Considering mitigation strategies against technique T1543.001, which is a recommended action?",B,B,Correct
What data source should be monitored to detect the adversary activity associated with T1555.006?,D,B,Incorrect
What mitigation strategy is suggested to address the risk associated with T1555.006?,C,C,Correct
"Which of the following adversary groups has NOT been reported to target credentials from the KeePass password manager, according to MITRE ATT&CK technique T1555.005 (Credentials from Password Stores: Password Managers)?",B,B,Correct
"What mitigation strategy is recommended to limit the time plaintext credentials live in memory when using password managers, per MITRE ATT&CK technique T1555.005 (Credentials from Password Stores: Password Managers)?",B,B,Correct
"Which detection method might be most suitable for identifying if an adversary is acquiring user credentials via password managers, according to MITRE ATT&CK technique T1555.005 (Credentials from Password Stores: Password Managers)?",B,B,Correct
"Which of the following commands can be used by adversaries to enumerate credentials from the Windows Credential Manager, according to MITRE ATT&CK T1555.004?",A,A,Correct
Which MITRE ATT&CK technique involves using the command 'rundll32.exe keymgr.dll KRShowKeyMgr' to access credential backups and restorations?,C,C,Correct
Which of the following is a malware that can collect credentials from the Windows Credential Manager as per MITRE ATT&CK examples for T1555.004?,A,B,Incorrect
"What type of API call is essential to monitor for detecting suspicious activity related to listing credentials from the Windows Credential Manager, according to the Detection section of T1555.004?",A,D,Incorrect
"As per MITRE ATT&CK's described mitigation for T1555.004, which setting should be enabled to prevent network credentials from being stored by the Credential Manager?",A,A,Correct
"In the context of MITRE ATT&CK (Enterprise), which adversary behavior is associated with ID T1555.002 for Credential Access on macOS systems?",C,C,Correct
What is a characteristic scenario described for adversaries leveraging MITRE ATT&CK technique T1555.002 in macOS environments prior to El Capitan?,B,B,Correct
"For MITRE ATT&CK technique T1555.002 Credential Access, consider the Keydnap malware using keychaindump. For detection purposes, which data sources should analysts prioritize monitoring?",A,C,Incorrect
Which adversary technique ID pertains to acquiring credentials from Keychain on a macOS system?,C,C,Correct
"Among the following procedures, which one uses the Keychain Services API functions to find and collect passwords?",A,B,Incorrect
Which mitigation specifically addresses the complexity of securing the user's login keychain?,B,C,Incorrect
What type of data source could detect malicious collection of Keychain data through command execution?,A,A,Correct
Which mitigation strategy from the MITRE ATT&CK framework (ICS platform) would help enforce communication authenticity between devices that cannot inherently support it?,A,B,Incorrect
What type of asset was targeted in the Maroochy Water Breach case as per MITRE ATT&CK ID T0848?,A,D,Incorrect
Which data source should be monitored to detect the presence of new master devices communicating with outstations in the ICS environment?,B,B,Correct
"In the context of ID T0848, what mitigation could prevent devices from accepting connections from unauthorized systems?",C,C,Correct
