CVE ID,Description,CWE Mapping,References
** CVE-2024-38084,****,**** CWE-120: Buffer Overflow,****
** CVE-2024-38098,****,**** CWE-20: Improper Input Validation,****
** CVE-2024-22982,****,**** CWE-20: Improper Input Validation,****
** CVE-2024-23171,****,**** CWE-119: Improper Input Validation,****
** CVE-2024-23186,****,"**** CWE-264: Permissions, Privileges, and Access Controls",****
** CVE-2024-23187,****,**** CWE-20: Improper Input Validation,****
** CVE-2024-23188,****,**** CWE-119: Improper Input Validation,****
** CVE-2024-38080,**** A vulnerability in the Windows Hyper-V component that affects Windows 11 and Windows Server 2022 systems. CVE-2024-38080 allows an attacker to increase their account privileges on a Windows machine.,**** N/A,**** https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38080
** CVE-2024-38112,"**** A weakness in MSHTML, the proprietary engine of Microsoft's Internet Explorer web browser. Exploitation of CVE-2024-38112 likely requires the use of an “attack chain” of exploits or programmatic changes on the target host.",**** N/A,**** https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38112
** CVE-2024-38021,"**** A remote code execution flaw in Microsoft Office. Attacks on this weakness would lead to the disclosure of NTLM hashes, which could be leveraged as part of an NTLM relay or “pass the hash” attack.",**** CWE-295: Remote Code Execution,**** https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38021
** CVE-2024-38053,**** A security weakness in Windows Layer Two Bridge Network. CVE-2024-38053 is another local network “ping-of-death” vulnerability that should be a priority for road warriors to patch.,**** CWE-119: Buffer Overflow,**** https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38053
** CVE-2024-38080,**** A bug in the Windows Hyper-V component that affects Windows 11 and Windows Server 2022 systems. CVE-2024-38080 allows an attacker to increase their account privileges on a Windows machine.,**** N/A,****
** CVE-2024-38112,"**** A weakness in MSHTML, the proprietary engine of Microsoft's Internet Explorer web browser. Exploitation of CVE-2024-38112 likely requires the use of an ""attack chain"" of exploits or programmatic changes on the target host.",**** N/A,****
** CVE-2024-38021,"**** A remote code execution flaw in Microsoft Office. Attacks on this weakness would lead to the disclosure of NTLM hashes, which could be leveraged as part of an NTLM relay or ""pass the hash"" attack.","**** CWE-264: Permissions, Privileges, and Access Controls",****
** CVE-2024-38053,"**** A security weakness in Windows Layer Two Bridge Network. CVE-2024-38053 is another local network ""ping-of-death"" vulnerability that should be a priority for road warriors to patch.",**** N/A,****
** CVE-2024-38080,"**** A vulnerability in the Windows Hyper-V component that affects Windows 11 and Windows Server 2022 systems, allowing an attacker to increase their account privileges on a Windows machine. This flaw is actively being exploited.",**** N/A,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38080
** CVE-2024-38112,"**** A weakness in MSHTML, the proprietary engine of Microsoft's Internet Explorer web browser, allowing exploitation likely through the use of an ""attack chain"" of exploits. Successful exploitation requires an attacker to take additional actions before exploitation to prepare the target environment.",**** N/A,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38112
** CVE-2024-38021,"**** A remote code execution flaw in Microsoft Office, leading to the disclosure of NTLM hashes that could be leveraged as part of an NTLM relay or ""pass the hash"" attack. Exploitation would not occur just by simply previewing the file.",**** CWE-361,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38021
** CVE-2024-38053,"**** A security weakness in Windows Layer Two Bridge Network, another local network ""ping-of-death"" vulnerability that should be a priority for road warriors to patch.",**** N/A,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38053
** CVE-2024-38080,**** A vulnerability in the Windows Hyper-V component that affects Windows 11 and Windows Server 2022 systems. CVE-2024-38080 allows an attacker to increase their account privileges on a Windows machine.,**** Not specified,**** https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38080
** CVE-2024-38112,"**** A weakness in MSHTML, the proprietary engine of Microsoft’s Internet Explorer web browser. Exploitation of CVE-2024-38112 likely requires the use of an “attack chain” of exploits or programmatic changes on the target host.",**** Not specified,**** https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38112
** CVE-2024-38021,"**** A remote code execution flaw in Microsoft Office. Attacks on this weakness would lead to the disclosure of NTLM hashes, which could be leveraged as part of an NTLM relay or “pass the hash” attack.",**** Not specified,**** https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38021
** CVE-2024-38053,**** A security weakness in Windows Layer Two Bridge Network. CVE-2024-38053 is another local network “ping-of-death” vulnerability that should be a priority for road warriors to patch.,**** Not specified,**** https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38053
** CVE-2024-38080,"**** This vulnerability allows an attacker to increase their account privileges on a Windows machine. Although Microsoft says this flaw is being exploited, it has offered scant details about its exploitation.",**** CWE-494: Access Control,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38080
** CVE-2024-38112,"**** This vulnerability is a weakness in MSHTML, the proprietary engine of Microsoft's Internet Explorer web browser. Exploitation of CVE-2024-38112 likely requires the use of an ""attack chain"" of exploits or programmatic changes on the target host.",**** CWE-798: Use of Hard-coded Credentials,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38112
** CVE-2024-38021,"**** This vulnerability is a remote code execution flaw in Microsoft Office. Attacks on this weakness would lead to the disclosure of NTLM hashes, which could be leveraged as part of an NTLM relay or ""pass the hash"" attack.",**** CWE-200: Exposure of Sensitive Information to an Unauthorized Actor,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38021
** CVE-2024-38053,"**** This vulnerability is another local network ""ping-of-death"" vulnerability that should be a priority for road warriors to patch.",**** CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38053
** CVE-2024-38080,**** A security vulnerability exists in the Windows Hyper-V component that affects Windows 11 and Windows Server 2022 systems. An attacker could exploit the vulnerability to increase their account privileges on a Windows machine.,**** CWE-49,**** [Microsoft Security Response Center](https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38080)
** CVE-2024-38112,"**** A security vulnerability exists in MSHTML, the proprietary engine of Microsoft's Internet Explorer web browser. An attacker could exploit the vulnerability to execute arbitrary code on a target system.",**** CWE-400,**** [Microsoft Security Response Center](https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38112)
** CVE-2024-38021,**** A security vulnerability exists in Microsoft Office that allows an attacker to execute arbitrary code on a target system. The vulnerability is due to the lack of input validation for Office files that contain malicious macros.,**** CWE-119,**** [Microsoft Security Response Center](https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38021)
** CVE-2024-38053,**** A security vulnerability exists in Windows Layer Two Bridge Network that could allow an attacker to execute arbitrary code on a target system. The vulnerability is due to a flaw in the way Windows handles network packets.,**** CWE-20,**** [Microsoft Security Response Center](https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38053)
** CVE-2023-23397,**** A security vulnerability exists in Microsoft Outlook that could allow an attacker to execute arbitrary code on a target system. The vulnerability is due to a flaw in the way Outlook handles email attachments.,**** CWE-400,**** [Microsoft Security Response Center](https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23397)
CVE-2024-38080,This is a bug in the Windows Hyper-V component that affects Windows 11 and Windows Server 2022 systems. CVE-2024-38080 allows an attacker to increase their account privileges on a Windows machine.,N/A,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38080
CVE-2024-38112,"This is a weakness in MSHTML, the proprietary engine of Microsoft’s Internet Explorer web browser. Exploitation of CVE-2024-38112 likely requires the use of an “attack chain” of exploits or programmatic changes on the target host. Successful exploitation of this vulnerability requires an attacker to take additional actions prior to exploitation to prepare the target environment.",N/A,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38112
CVE-2024-38021,"This is a remote code execution flaw in Microsoft Office. Attacks on this weakness would lead to the disclosure of NTLM hashes, which could be leveraged as part of an NTLM relay or “pass the hash” attack, which lets an attacker masquerade as a legitimate user without ever having to log in.",N/A,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38021
CVE-2024-38053,This is a security weakness in Windows Layer Two Bridge Network. It is another local network “ping-of-death” vulnerability that should be a priority for road warriors to patch.,N/A,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38053
** CVE-2024-38021,"**** A remote code execution flaw in Microsoft Office that could lead to the disclosure of NTLM hashes, which could be leveraged as part of an NTLM relay or “pass the hash” attack.",**** N/A,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38021
** CVE-2024-38080,**** A bug in the Windows Hyper-V component that affects Windows 11 and Windows Server 2022 systems. CVE-2024-38080 allows an attacker to increase their account privileges on a Windows machine.,**** N/A,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38080
